"dataset","id","dono","dono_email","autor","data_hora_criacao","data_hora_atualizacao","documentacao","codigo_sgs","status","data_inicial","data_final","unidade_medida","qtd_links","periodicidade","tipo_serie","url","notas","categoria_principal"
"Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos direcionados - Outros financiamentos","27351-saldo-de-credito-por-origem-dos-recursos-e-modalidade-de-credito---mei---recursos-direcionado","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","N/A","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","2018-01-25T16:25:12.610166","2018-01-25T16:25:12.638665","N/A",27351,"active","31-03-2016","","Milhões de reais",4,"trimestral","Série temporal trimestral","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=27351","

 Conceito: Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos direcionados - Outros financiamentos

 Fonte: Banco Central do Brasil - Departamento de Educação Financeira","credito, recurso, direcionado, financiamento, mei, modalidad, origem, outro, saldo"
"Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos direcionados - Outros títulos descontados","27352-saldo-de-credito-por-origem-dos-recursos-e-modalidade-de-credito---mei---recursos-direcionado","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","N/A","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","2018-01-25T16:24:22.227602","2018-01-25T16:24:22.281286","N/A",27352,"active","31-03-2016","","Milhões de reais",4,"trimestral","Série temporal trimestral","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=27352","

 Conceito: Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos direcionados - Outros títulos descontados

 Fonte: Banco Central do Brasil - Departamento de Educação Financeira","credito, recurso, descontado, direcionado, mei, modalidad, origem, outro, saldo, titulo"
"Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos direcionados - Recebíveis adquiridos","27353-saldo-de-credito-por-origem-dos-recursos-e-modalidade-de-credito---mei---recursos-direcionado","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","N/A","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","2018-01-25T16:24:24.524082","2018-01-25T16:24:24.557674","N/A",27353,"active","31-03-2016","","Milhões de reais",4,"trimestral","Série temporal trimestral","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=27353","

 Conceito: Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos direcionados - Recebíveis adquiridos

 Fonte: Banco Central do Brasil - Departamento de Educação Financeira","credito, recurso, adquirido, direcionado, mei, modalidad, origem, recebivei, saldo"
"Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Adiantamentos a depositantes","27355-saldo-de-credito-por-origem-dos-recursos-e-modalidade-de-credito---mei---recursos-livres---ad","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","N/A","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","2018-01-25T16:25:24.960666","2018-01-25T16:25:25.073675","N/A",27355,"active","31-03-2016","","Milhões de reais",4,"trimestral","Série temporal trimestral","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=27355","

 Conceito: Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Adiantamentos a depositantes

 Fonte: Banco Central do Brasil - Departamento de Educação Financeira","credito, recurso, adiantamento, depositant, livr, mei, modalidad, origem, saldo"
"Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Antecipação de fatura de cartão de crédito","27356-saldo-de-credito-por-origem-dos-recursos-e-modalidade-de-credito---mei---recursos-livres---an","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","N/A","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","2018-01-25T16:25:06.230813","2018-01-25T16:25:06.252131","N/A",27356,"active","31-03-2016","","Milhões de reais",4,"trimestral","Série temporal trimestral","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=27356","

 Conceito: Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Antecipação de fatura de cartão de crédito

 Fonte: Banco Central do Brasil - Departamento de Educação Financeira","credito, recurso, antecipacao, cartao, fatura, livr, mei, modalidad, origem, saldo"
"Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Aquisição de bens - outros bens","27357-saldo-de-credito-por-origem-dos-recursos-e-modalidade-de-credito---mei---recursos-livres---aq","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","N/A","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","2018-01-25T16:24:46.614058","2018-01-25T16:24:46.675834","N/A",27357,"active","31-03-2016","","Milhões de reais",4,"trimestral","Série temporal trimestral","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=27357","

 Conceito: Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Aquisição de bens - outros bens

 Fonte: Banco Central do Brasil - Departamento de Educação Financeira","ben, credito, recurso, aquisicao, livr, mei, modalidad, origem, outro, saldo"
"Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Aquisição de bens - veículos automotores","27358-saldo-de-credito-por-origem-dos-recursos-e-modalidade-de-credito---mei---recursos-livres---aq","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","N/A","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","2018-01-25T16:25:20.612158","2018-01-25T16:25:20.631531","N/A",27358,"active","31-03-2016","","Milhões de reais",4,"trimestral","Série temporal trimestral","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=27358","

 Conceito: Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Aquisição de bens - veículos automotores

 Fonte: Banco Central do Brasil - Departamento de Educação Financeira","credito, recurso, aquisicao, automotor, ben, livr, mei, modalidad, origem, saldo, veiculo"
"Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Arrendamento financeiro","27359-saldo-de-credito-por-origem-dos-recursos-e-modalidade-de-credito---mei---recursos-livres---ar","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","N/A","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","2018-01-25T16:24:33.837989","2018-01-25T16:24:33.867969","N/A",27359,"active","31-03-2016","","Milhões de reais",4,"trimestral","Série temporal trimestral","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=27359","

 Conceito: Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Arrendamento financeiro

 Fonte: Banco Central do Brasil - Departamento de Educação Financeira","credito, recurso, arrendamento, financeiro, livr, mei, modalidad, origem, saldo"
"Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Arrendamento financeiro de veículos automotores até 2 toneladas","27360-saldo-de-credito-por-origem-dos-recursos-e-modalidade-de-credito---mei---recursos-livres---ar","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","N/A","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","2018-01-25T16:25:23.837571","2018-01-25T16:25:23.882164","N/A",27360,"active","31-03-2016","","Milhões de reais",4,"trimestral","Série temporal trimestral","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=27360","

 Conceito: Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Arrendamento financeiro de veículos automotores até 2 toneladas

 Fonte: Banco Central do Brasil - Departamento de Educação Financeira","credito, recurso, arrendamento, ate, automotor, financeiro, livr, mei, modalidad, origem, saldo, tonelada, veiculo"
"Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Arrendamento operacional","27361-saldo-de-credito-por-origem-dos-recursos-e-modalidade-de-credito---mei---recursos-livres---ar","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","N/A","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","2018-01-25T16:24:32.367949","2018-01-25T16:24:32.388006","N/A",27361,"active","31-03-2016","","Milhões de reais",4,"trimestral","Série temporal trimestral","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=27361","

 Conceito: Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Arrendamento operacional

 Fonte: Banco Central do Brasil - Departamento de Educação Financeira","credito, recurso, arrendamento, livr, mei, modalidad, operacion, origem, saldo"
"Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Avais e fianças honrados","27362-saldo-de-credito-por-origem-dos-recursos-e-modalidade-de-credito---mei---recursos-livres---av","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","N/A","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","2018-01-25T16:24:40.066861","2018-01-25T16:24:40.096900","N/A",27362,"active","31-03-2016","","Milhões de reais",4,"trimestral","Série temporal trimestral","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=27362","

 Conceito: Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Avais e fianças honrados

 Fonte: Banco Central do Brasil - Departamento de Educação Financeira","credito, recurso, avai, fianca, honrado, livr, mei, modalidad, origem, saldo"
"Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Capital de giro com prazo de vencimento até 365 dias","27363-saldo-de-credito-por-origem-dos-recursos-e-modalidade-de-credito---mei---recursos-livres---ca","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","N/A","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","2018-01-25T16:25:11.844759","2018-01-25T16:25:11.889568","N/A",27363,"active","31-03-2016","","Milhões de reais",4,"trimestral","Série temporal trimestral","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=27363","

 Conceito: Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Capital de giro com prazo de vencimento até 365 dias

 Fonte: Banco Central do Brasil - Departamento de Educação Financeira","credito, recurso, ate, capit, dia, giro, livr, mei, modalidad, origem, prazo, saldo, vencimento"
"Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Capital de giro com prazo de vencimento superior a 365 dias","27365-saldo-de-credito-por-origem-dos-recursos-e-modalidade-de-credito---mei---recursos-livres---ca","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","N/A","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","2018-01-25T16:24:44.907645","2018-01-25T16:24:44.934628","N/A",27365,"active","31-03-2016","","Milhões de reais",4,"trimestral","Série temporal trimestral","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=27365","

 Conceito: Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Capital de giro com prazo de vencimento superior a 365 dias

 Fonte: Banco Central do Brasil - Departamento de Educação Financeira","credito, recurso, capit, dia, giro, livr, mei, modalidad, origem, prazo, saldo, superior, vencimento"
"Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Cartão de crédito - compra à vista e parcelado lojista","27368-saldo-de-credito-por-origem-dos-recursos-e-modalidade-de-credito---mei---recursos-livres---ca","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","N/A","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","2018-01-25T16:25:14.701326","2018-01-25T16:25:14.732642","N/A",27368,"active","31-03-2016","","Milhões de reais",4,"trimestral","Série temporal trimestral","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=27368","

 Conceito: Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Cartão de crédito - compra à vista e parcelado lojista

 Fonte: Banco Central do Brasil - Departamento de Educação Financeira","credito, recurso, cartao, compra, livr, lojista, mei, modalidad, origem, parcelado, saldo, vista"
"Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Cartão de crédito - compra ou fatura parcelada pela instituição financeira emitente do cartão","27369-saldo-de-credito-por-origem-dos-recursos-e-modalidade-de-credito---mei---recursos-livres---ca","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","N/A","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","2018-01-25T16:24:53.931619","2018-01-25T16:24:53.946376","N/A",27369,"active","31-03-2016","","Milhões de reais",4,"trimestral","Série temporal trimestral","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=27369","

 Conceito: Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Cartão de crédito - compra ou fatura parcelada pela instituição financeira emitente do cartão

 Fonte: Banco Central do Brasil - Departamento de Educação Financeira","credito, cartao, recurso, financeira, compra, emitent, fatura, instituicao, livr, mei, modalidad, origem, parcelada, saldo"
"Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Cheque especial","27371-saldo-de-credito-por-origem-dos-recursos-e-modalidade-de-credito---mei---recursos-livres---ch","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","N/A","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","2018-01-25T16:25:29.937676","2018-01-25T16:25:29.975493","N/A",27371,"active","31-03-2016","","Milhões de reais",4,"trimestral","Série temporal trimestral","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=27371","

 Conceito: Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Cheque especial

 Fonte: Banco Central do Brasil - Departamento de Educação Financeira","credito, recurso, chequ, especi, livr, mei, modalidad, origem, saldo"
"Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Cheque especial e conta garantida","27372-saldo-de-credito-por-origem-dos-recursos-e-modalidade-de-credito---mei---recursos-livres---ch","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","N/A","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","2018-01-25T16:25:33.825571","2018-01-25T16:25:33.850410","N/A",27372,"active","31-03-2016","","Milhões de reais",4,"trimestral","Série temporal trimestral","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=27372","

 Conceito: Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Cheque especial e conta garantida

 Fonte: Banco Central do Brasil - Departamento de Educação Financeira","credito, recurso, chequ, conta, especi, garantida, livr, mei, modalidad, origem, saldo"
"Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Compror","27373-saldo-de-credito-por-origem-dos-recursos-e-modalidade-de-credito---mei---recursos-livres---co","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","N/A","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","2018-01-25T16:24:28.133442","2018-01-25T16:24:28.195340","N/A",27373,"active","31-03-2016","","Milhões de reais",4,"trimestral","Série temporal trimestral","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=27373","

 Conceito: Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Compror

 Fonte: Banco Central do Brasil - Departamento de Educação Financeira","credito, recurso, compror, livr, mei, modalidad, origem, saldo"
"Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Financiamento rural - investimento","27374-saldo-de-credito-por-origem-dos-recursos-e-modalidade-de-credito---mei---recursos-livres---fi","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","N/A","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","2018-01-25T16:24:23.138610","2018-01-25T16:24:23.178260","N/A",27374,"active","31-03-2016","","Milhões de reais",4,"trimestral","Série temporal trimestral","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=27374","

 Conceito: Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Financiamento rural - investimento. Financiamentos concedidos a produtores rurais para investimentos agrícolas e pecuários.

 Fonte: Banco Central do Brasil - Departamento de Educação Financeira","credito, recurso, financiamento, investimento, livr, mei, modalidad, origem, rural, saldo"
"Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Microcrédito","27375-saldo-de-credito-por-origem-dos-recursos-e-modalidade-de-credito---mei---recursos-livres---mi","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","N/A","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","2018-01-25T16:24:56.831006","2018-01-25T16:24:56.849171","N/A",27375,"active","31-03-2016","","Milhões de reais",4,"trimestral","Série temporal trimestral","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=27375","

 Conceito: Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Microcrédito

 Fonte: Banco Central do Brasil - Departamento de Educação Financeira","credito, recurso, livr, mei, microcredito, modalidad, origem, saldo"
"Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Outros com característica de crédito","27376-saldo-de-credito-por-origem-dos-recursos-e-modalidade-de-credito---mei---recursos-livres---ou","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","N/A","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","2018-01-25T16:25:15.186538","2018-01-25T16:25:15.220217","N/A",27376,"active","31-03-2016","","Milhões de reais",4,"trimestral","Série temporal trimestral","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=27376","

 Conceito: Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Outros com característica de crédito

 Fonte: Banco Central do Brasil - Departamento de Educação Financeira","credito, recurso, caracteristica, livr, mei, modalidad, origem, outro, saldo"
"Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Outros direitos creditórios descontados","27377-saldo-de-credito-por-origem-dos-recursos-e-modalidade-de-credito---mei---recursos-livres---ou","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","N/A","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","2018-01-25T16:24:59.410118","2018-01-25T16:24:59.434911","N/A",27377,"active","31-03-2016","","Milhões de reais",4,"trimestral","Série temporal trimestral","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=27377","

 Conceito: Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Outros direitos creditórios descontados

 Fonte: Banco Central do Brasil - Departamento de Educação Financeira","credito, recurso, creditorio, descontado, direito, livr, mei, modalidad, origem, outro, saldo"
"Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Outros empréstimos","27378-saldo-de-credito-por-origem-dos-recursos-e-modalidade-de-credito---mei---recursos-livres---ou","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","N/A","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","2018-01-25T16:24:37.774093","2018-01-25T16:24:37.787840","N/A",27378,"active","31-03-2016","","Milhões de reais",4,"trimestral","Série temporal trimestral","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=27378","

 Conceito: Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Outros empréstimos

 Fonte: Banco Central do Brasil - Departamento de Educação Financeira","credito, recurso, emprestimo, livr, mei, modalidad, origem, outro, saldo"
"Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Outros financiamentos","27379-saldo-de-credito-por-origem-dos-recursos-e-modalidade-de-credito---mei---recursos-livres---ou","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","N/A","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","2018-01-25T16:24:22.409043","2018-01-25T16:24:22.437775","N/A",27379,"active","31-03-2016","","Milhões de reais",4,"trimestral","Série temporal trimestral","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=27379","

 Conceito: Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Outros financiamentos

 Fonte: Banco Central do Brasil - Departamento de Educação Financeira","credito, recurso, financiamento, livr, mei, modalidad, origem, outro, saldo"
"Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Outros títulos descontados","27381-saldo-de-credito-por-origem-dos-recursos-e-modalidade-de-credito---mei---recursos-livres---ou","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","N/A","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","2018-01-25T16:25:12.914917","2018-01-25T16:25:12.948971","N/A",27381,"active","31-03-2016","","Milhões de reais",4,"trimestral","Série temporal trimestral","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=27381","

 Conceito: Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Outros títulos descontados

 Fonte: Banco Central do Brasil - Departamento de Educação Financeira","credito, recurso, descontado, livr, mei, modalidad, origem, outro, saldo, titulo"
"Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Recebíveis adquiridos","27382-saldo-de-credito-por-origem-dos-recursos-e-modalidade-de-credito---mei---recursos-livres---re","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","N/A","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","2018-01-25T16:24:22.266290","2018-01-25T16:24:22.280701","N/A",27382,"active","31-03-2016","","Milhões de reais",4,"trimestral","Série temporal trimestral","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=27382","

 Conceito: Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Recebíveis adquiridos

 Fonte: Banco Central do Brasil - Departamento de Educação Financeira","credito, recurso, adquirido, livr, mei, modalidad, origem, recebivei, saldo"
"Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Títulos e créditos a receber","27383-saldo-de-credito-por-origem-dos-recursos-e-modalidade-de-credito---mei---recursos-livres---ti","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","N/A","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","2018-01-25T16:25:24.076914","2018-01-25T16:25:24.090106","N/A",27383,"active","31-03-2016","","Milhões de reais",4,"trimestral","Série temporal trimestral","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=27383","

 Conceito: Saldo de crédito por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Títulos e créditos a receber

 Fonte: Banco Central do Brasil - Departamento de Educação Financeira","credito, recurso, livr, mei, modalidad, origem, receb, saldo, titulo"
"Taxa de inadimplência por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Financiamento rural – custeio","27384-taxa-de-inadimplencia-por-origem-dos-recursos-e-modalidade-de-credito---mei---recursos-livres","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","N/A","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","2018-01-25T16:25:22.571387","2018-01-25T16:25:22.586034","N/A",27384,"active","31-03-2016","","Percentual",4,"trimestral","Série temporal trimestral","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=27384","

 Conceito: Taxa de inadimplência por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Financiamento rural – custeio

 Fonte: Banco Central do Brasil - Departamento de Educação Financeira","recurso, credito, custeio, financiamento, inadimplencia, livr, mei, modalidad, origem, rural, taxa"
"Taxa de inadimplência por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Desconto de cheques","27385-taxa-de-inadimplencia-por-origem-dos-recursos-e-modalidade-de-credito---mei---recursos-livres","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","N/A","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","2018-01-25T16:24:33.638297","2018-01-25T16:24:33.652268","N/A",27385,"active","31-03-2016","","Percentual",4,"trimestral","Série temporal trimestral","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=27385","

 Conceito: Taxa de inadimplência por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Desconto de cheques

 Fonte: Banco Central do Brasil - Departamento de Educação Financeira","recurso, chequ, credito, desconto, inadimplencia, livr, mei, modalidad, origem, taxa"
"Taxa de inadimplência por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Desconto de duplicatas","27386-taxa-de-inadimplencia-por-origem-dos-recursos-e-modalidade-de-credito---mei---recursos-livres","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","N/A","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","2018-01-25T16:24:38.252033","2018-01-25T16:24:38.268653","N/A",27386,"active","31-03-2016","","Percentual",4,"trimestral","Série temporal trimestral","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=27386","

 Conceito: Taxa de inadimplência por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Desconto de duplicatas

 Fonte: Banco Central do Brasil - Departamento de Educação Financeira","recurso, credito, desconto, duplicata, inadimplencia, livr, mei, modalidad, origem, taxa"
"Taxa de inadimplência por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Financiamento à importação","27388-taxa-de-inadimplencia-por-origem-dos-recursos-e-modalidade-de-credito---mei---recursos-livres","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","N/A","Banco Central do Brasil/Departamento de Promoção Da Cidadania Financeira","2018-01-25T16:24:40.213423","2018-01-25T16:24:40.252885","N/A",27388,"active","31-03-2016","","Percentual",4,"trimestral","Série temporal trimestral","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=27388","

 Conceito: Taxa de inadimplência por origem dos recursos e modalidade de crédito - MEI - Recursos livres - Financiamento à importação

 Fonte: Banco Central do Brasil - Departamento de Educação Financeira","recurso, credito, financiamento, importacao, inadimplencia, livr, mei, modalidad, origem, taxa"
